"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Res/Material/RoomSign/M_RoomSign.M_RoomSign","49","18","1","1","11.873960","0","111"
"/Game/StorePropsCollection/StaticMeshes/StoreShelvings1/Materials/M_StoreShelvings.M_StoreShelvings","49","23","1","1","12.937290","0","223"
"/Game/StorePropsCollection/StaticMeshes/Plants/Materials/M_Pots.M_Pots","49","23","1","1","12.337422","0","244"
"/Game/StorePropsCollection/StaticMeshes/Plants/Materials/M_Plants.M_Plants","49","44","2","1","21.048220","0","563"
"/Game/StorePropsCollection/Materials/MasterMaterials/M_SimpleMasterMaterial.M_SimpleMasterMaterial","49","14","1","1","7.024945","0","90"
"/Game/StorePropsCollection/StaticMeshes/OfficeSmallProps/Materials/M_SmallAssets.M_SmallAssets","49","44","1","1","20.409872","0","500"
"/Game/StorePropsCollection/StaticMeshes/Doors2/Materials/M_Doors2.M_Doors2","49","44","1","1","20.750483","0","485"
"/Game/StorePropsCollection/StaticMeshes/OfficePapers/Materials/M_OfficePapers.M_OfficePapers","49","44","2","1","21.784597","0","437"
"/Game/StorePropsCollection/Materials/Personalized/M_Note.M_Note","49","14","4","1","0.000000","0","100"
"/Game/Res/Material/BloodSigns/M_DontLookBack.M_DontLookBack","49","18","1","1","11.977206","0","89"
"/Game/StorePropsCollection/StaticMeshes/EengineeringCommunications1/Materials/M_EengineeringCommunications_1.M_EengineeringCommunications_1","49","35","2","1","20.691702","0","325"
"/Game/StorePropsCollection/Materials/PcMonitor/M_PcMonitorOff.M_PcMonitorOff","49","14","1","1","7.760953","0","60"
"/Game/StorePropsCollection/StaticMeshes/KitchenFurniture/Materials/M_KitchenFurniture.M_KitchenFurniture","49","23","1","1","13.115007","0","203"
"/Game/StorePropsCollection/StaticMeshes/OfficeKitchen/Materials/M_OfficeKitchen.M_OfficeKitchen","49","23","1","1","13.203849","0","173"
"/Game/StorePropsCollection/Materials/MasterMaterials/M_SimpleEmissionMasterMaterial.M_SimpleEmissionMasterMaterial","49","38","2","1","47.363281","0","323"
"/Game/StorePropsCollection/StaticMeshes/MarketAssets/M_MarketAssets.M_MarketAssets","49","23","1","1","13.187199","0","120"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","49","0","49","1","0.000000","0","23"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","0","4","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","0","4","1","0.000000","0","0"
"/Game/Res/Material/Monitor/M_ProjectorEmission.M_ProjectorEmission","49","38","6","1","43.333912","0","221"
